state_id,county,fips_code,policy_level,date,policy_type,start_stop,comments,source,total_phases
ND,Cavalier,38019,county,2020-09-03,Food and Drink,start,"Policy_Details: - Operate under heightened hygiene and cleaning standards.
- Resume to normal capacity and operations.
- Monitor employees for symptoms.   Source information: https://ndresponse.gov/sites/www/files/documents/covid-19/ND%20Smart%20Restart/Additional%20Resources/NDSmartRestartPlan.pdf",sip_submission_form: https://ndresponse.gov/sites/www/files/documents/covid-19/ND%20Smart%20Restart/Additional%20Resources/NDSmartRestartPlan.pdf,5
TX,Hopkins County,48223,county,2020-04-06,Shelter in Place,start,Hopkins County Policy Start,wikidata,
ME,Androscoggin,23001,county,2020-06-01,Non-Essential Businesses,start,"Policy_Details: retail in Androscoggin County permitted to voluntarily reopen for indoor shopping Phase Level: 2, Phase Details Source information: https://www.maine.gov/governor/mills/news/mills-administration-announces-update-restarting-maines-economy-plan-2020-05-27",sip_submission_form: https://www.maine.gov/governor/mills/news/mills-administration-announces-update-restarting-maines-economy-plan-2020-05-27,3
ND,Morton,38059,county,2020-09-03,Childcare (K-12),start,"Policy_Details: - Enhanced cleaning and distancing protocols. 
- No symptomatic employees or children. 
- Congregate areas are closed. 
- Stagger arrival and drop off times. 
- Protocols for classroom/learning space occupancy that allow for separation among students and staff throughout the day to the maximum extent feasible
- Masks annd social distancing required.   Source information: https://ndresponse.gov/sites/www/files/documents/covid-19/ND%20Smart%20Restart/Additional%20Resources/NDSmartRestartPlan.pdf",sip_submission_form: https://ndresponse.gov/sites/www/files/documents/covid-19/ND%20Smart%20Restart/Additional%20Resources/NDSmartRestartPlan.pdf,5
MO,Jackson,29095,county,2020-05-11,Outdoor and Recreation,start,"Policy_Details: Barber/Salons: Open(with limitations), Venues: Closed, Gyms: Open (25/10% capacity), Retail: Open (25/10% capacity), Restaurants & Bars: Open (25/10% capacity)   Source information: https://www.jacksongov.org/DocumentCenter/View/6767/Phase-1-Recovery-Plan-Revised-May-12-2020",sip_submission_form: https://www.jacksongov.org/DocumentCenter/View/6767/Phase-1-Recovery-Plan-Revised-May-12-2020,
GA,Fulton,13121,county,2020-04-01,Childcare (K-12),start,Policy_Details: Source provides information on both the Fulton County stay at home order that started on April 1 and the Georgia stay at home order. Both are now expired. Fulton county is aligned with Georgia for reopening.   Source information: https://www.fultoncountyga.gov/covid-19,sip_submission_form: https://www.fultoncountyga.gov/covid-19,
ME,,,state,2020-05-01,Mandate Face Mask Use By All Individuals In Public Facing Businesses,start,"Other measures and details for this policy include: alcohol liquor stores open, keep firearms sellers open",BU COVID-19 State Policy Database,
WV,Berkeley County,54003,county,2020-04-05,Shelter in Place,start,Berkeley County Policy Start,wikidata,
TX,Haskell,48207,county,2020-07-03,Mask Requirement,start,"Policy_Details: County is approved to be exempt from the requirements of Governor Greg Abbot's Executive Order GA-29 signed on July 2 (face covering requirement in public spaces) given that the county has 20 or less active COVID-19 cases and the county judge has submitted an exemption.    Source information: https://tdem.texas.gov/ga29/, and ","sip_submission_form: https://tdem.texas.gov/ga29/, and ",
NE,Blaine,31009,county,2020-04-03,Shelter in Place,start,http://dhhs.ne.gov/Pages/COVID-19-Directed-Health-Measures.aspx,manual,
TX,Bowie County,48037,county,2020-03-27,Shelter in Place,start,Bowie County Policy Start,wikidata,
HI,,,state,2020-03-25,Non-Essential Businesses,start,"Other measures and details for this policy include: alcohol liquor stores open, keep firearms sellers open",BU COVID-19 State Policy Database,
OH,Clermont,39025,county,2020-07-10,Mask Requirement,start,"Policy_Details: face coverings required in any indoor location that is not a residence; when outdoors and unable to consistently maintain a distance of 6 ft. from individuals who are not members of the same household; or while waiting for, riding, driving, or operating public transportation, taxi, private car service, or ride-sharing vehicle    Source information: https://coronavirus.ohio.gov/static/publicorders/Addendum-Facial-Coverings.pdf",sip_submission_form: https://coronavirus.ohio.gov/static/publicorders/Addendum-Facial-Coverings.pdf,
ME,Franklin,23007,county,2020-05-11,Non-Essential Businesses,start,"Policy_Details: Rural Reopening : all retail businesses open  Phase Level: 1, Phase Details Source information: https://www.maine.gov/covid19/restartingmaine",sip_submission_form: https://www.maine.gov/covid19/restartingmaine,3
MI,,,state,2020-03-10,State of Emergency,start,"Other measures and details for this policy include: religious gatherings exempt without clear social distance mandate, alcohol liquor stores open, paid sick leave",BU COVID-19 State Policy Database,
NE,Dixon,31051,county,2020-04-03,Shelter in Place,start,http://dhhs.ne.gov/Pages/COVID-19-Directed-Health-Measures.aspx,manual,
WA,,,state,2020-03-16,Gyms,start,"Other measures and details for this policy include: alcohol liquor stores open, paid sick leave",BU COVID-19 State Policy Database,
ID,Bear Lake,16007,county,2020-06-13,Non-Essential Businesses,start,Policy_Details: Maintain physical distancing of six feet between employees and workstations. Use disposable materials and supplies when feasible. Appointment only services. Do not serve symptomatic patrons. Limit occupancy to allow spacing. Make sure employees wear face coverings and gloves. Monitor employee health.    Source information: https://rebound.idaho.gov/wp-content/uploads/2020/05/stage2-protocols-close-contact-services.pdf,sip_submission_form: https://rebound.idaho.gov/wp-content/uploads/2020/05/stage2-protocols-close-contact-services.pdf,4
NE,Adams,31001,county,2020-03-31,Shelter in Place,start,http://dhhs.ne.gov/Pages/COVID-19-Directed-Health-Measures.aspx,manual,
TX,Madison County,48313,county,2020-03-30,Shelter in Place,start,Madison County Policy Start,wikidata,
ND,Foster,38031,county,2020-09-03,Childcare (K-12),start,"Policy_Details: - Operate under heightened hygiene & cleaning standards.
- Monitor children and employees for symptoms.   Source information: https://ndresponse.gov/sites/www/files/documents/covid-19/ND%20Smart%20Restart/Additional%20Resources/NDSmartRestartPlan.pdf",sip_submission_form: https://ndresponse.gov/sites/www/files/documents/covid-19/ND%20Smart%20Restart/Additional%20Resources/NDSmartRestartPlan.pdf,5
IA,,,state,2020-03-19,Stop Initiation Of Evictions Overall Or Due To Covid Related Issues,start,"Other measures and details for this policy include: alcohol liquor stores open, keep firearms sellers open, made effort to limit abortion access",BU COVID-19 State Policy Database,
WI,,,state,2020-03-13,Order Freezing Utility Shut Offs,start,"Other measures and details for this policy include: alcohol liquor stores open, keep firearms sellers open",BU COVID-19 State Policy Database,
TX,La Salle County,48283,county,2020-04-06,Shelter in Place,start,La Salle County Policy Start,wikidata,
ME,Oxford,23017,county,2020-05-18,Outdoor and Recreation,start,"Policy_Details: Rural Reopening :  wilderness campsites & sporting camps open  Phase Level: 1, Phase Details Source information: https://www.maine.gov/covid19/restartingmaine",sip_submission_form: https://www.maine.gov/covid19/restartingmaine,3
MS,Rankin,28121,county,2020-07-13,Entertainment,start,"Policy_Details: Executive Order by Governor Tate Reeves signed on 7/10, but only applying to Claiborne, Desoto, Grenada, Harrison, Hinds, Jackson, Jefferson, Madison, Quitman, Rnakin, Sunflower, Washington, and Wayne Counties. Amends Safe Return EO 1492/1496/1500/1505 for these counties. 
All businesses should be following relevant guidelines in these counties such as employee screening/reporting daily, social distancing, cleaning, and face coverings when 6 ft not possible.
Face Coverings required both indoors and outdoors when 6 ft distance not possible when attending public events such as outdoor sports complexes and arenas   Source information: https://www.sos.ms.gov/content/executiveorders/ExecutiveOrders/1507.pdf",sip_submission_form: https://www.sos.ms.gov/content/executiveorders/ExecutiveOrders/1507.pdf,
NY,Bronx,36005,county,2020-06-08,Manufacturing,start,"Policy_Details: Construction
Agriculture, Forestry, Fishing and Hunting
Retail - (Limited to curbside or in-store pickup or drop off)
Manufacturing
Wholesale Trade Phase Level: 1, Phase Details Source information: https://coronavirus.health.ny.gov/home",sip_submission_form: https://coronavirus.health.ny.gov/home,
HI,,,state,2020-03-17,Nursing Homes,start,"Other measures and details for this policy include: alcohol liquor stores open, keep firearms sellers open",BU COVID-19 State Policy Database,
NE,Platte,31141,county,2020-04-03,Shelter in Place,start,http://dhhs.ne.gov/Pages/COVID-19-Directed-Health-Measures.aspx,manual,
NH,Strafford,33017,county,2020-06-15,Food and Drink,start,Policy_Details: restaurants open for indoor seated dining at 50% occupancy capacity    Source information: https://www.governor.nh.gov/sites/g/files/ehbemt336/files/files/inline-documents/emergency-order-52-b_0.pdf,sip_submission_form: https://www.governor.nh.gov/sites/g/files/ehbemt336/files/files/inline-documents/emergency-order-52-b_0.pdf,
OR,Grant,41023,county,2020-06-05,New Phase,start,"Policy_Details: Subject to public health guidelines, physical distancing, gathering size limits, and sanitization guidelines, this includes: recreational sports; pools; venues like movie theaters, bowling alleys, and arcades; some additional in-office work; bars and restaurants able to stay open until midnight; social, civic, and faith-based gatherings can meet in larger, physically-distanced groups. Phase Level: 2, Phase Details Source information: https://govstatus.egov.com/reopening-oregon#phase2",sip_submission_form: https://govstatus.egov.com/reopening-oregon#phase2,3
OH,Summit,39153,county,2020-07-23,Public Health Advisory System,start,"Policy_Details: individuals in counties downgraded to Orange Alert Level 2 must limit or avoid unnecessary visits to hospitals, nursing homes, and residential care facilities; decrease in-person interactions outside household; and avoid contact with anyone who is considered high-risk    Source information: https://coronavirus.ohio.gov/wps/portal/gov/covid-19/resources/news-releases-news-you-can-use/covid-19-update-07-23-20",sip_submission_form: https://coronavirus.ohio.gov/wps/portal/gov/covid-19/resources/news-releases-news-you-can-use/covid-19-update-07-23-20,
NE,Pawnee,31133,county,2020-04-03,Shelter in Place,start,http://dhhs.ne.gov/Pages/COVID-19-Directed-Health-Measures.aspx,manual,
WI,,,state,2020-03-18,Childcare (K-12),start,"Other measures and details for this policy include: alcohol liquor stores open, keep firearms sellers open",BU COVID-19 State Policy Database,
PA,,,state,2020-03-20,Suspended Elective Medical Dental Procedures,start,"Other measures and details for this policy include: religious gatherings exempt without clear social distance mandate, alcohol liquor stores open, keep firearms sellers open, made effort to limit abortion access",BU COVID-19 State Policy Database,
AR,,,state,2020-04-04,Non-Essential Businesses,start,"Other measures and details for this policy include: alcohol liquor stores open, keep firearms sellers open, made effort to limit abortion access",BU COVID-19 State Policy Database,
PA,Chester County,42029,county,2020-03-23,Shelter in Place,start,Chester County Policy Start,wikidata,
TX,Delta,48119,county,2020-07-03,Mask Requirement,start,"Policy_Details: County is approved to be exempt from the requirements of Governor Greg Abbot's Executive Order GA-29 signed on July 2 (face covering requirement in public spaces) given that the county has 20 or less active COVID-19 cases and the county judge has submitted an exemption.    Source information: https://tdem.texas.gov/ga29/, and ","sip_submission_form: https://tdem.texas.gov/ga29/, and ",
